date,city,precipitation
2020-08-03,Seattle,0.0
2020-08-04,Seattle,0.0
2020-08-05,Seattle,0.0
2020-08-06,Seattle,0.037500000000000006
2020-08-07,Seattle,0.20000000000000004
2020-08-08,Seattle,0.023333333333333334
2020-08-09,Seattle,0.03
2020-08-10,Seattle,0.0
2020-08-11,Seattle,0.0
2020-08-12,Seattle,0.0
2020-08-13,Seattle,0.0
2020-08-14,Seattle,0.0
2020-08-15,Seattle,0.0
2020-08-16,Seattle,0.0
2020-08-17,Seattle,0.0
2020-08-18,Seattle,0.0
2020-08-19,Seattle,0.0
2020-08-20,Seattle,0.0575
2020-08-21,Seattle,0.10250000000000001
2020-08-22,Seattle,0.05
2020-08-23,Seattle,0.0
2020-08-24,Seattle,0.0
2020-08-25,Seattle,0.0
2020-08-26,Seattle,0.0
2020-08-27,Seattle,0.0
2020-08-28,Seattle,0.0
2020-08-29,Seattle,0.0
2020-08-30,Seattle,0.0
2020-08-31,Seattle,0.030000000000000002
2020-09-01,Seattle,0.0
2020-09-02,Seattle,0.0
2020-09-03,Seattle,0.0
2020-09-04,Seattle,0.0
2020-09-05,Seattle,0.0
2020-09-06,Seattle,0.0
2020-09-07,Seattle,0.0
2020-09-08,Seattle,0.0
2020-09-09,Seattle,0.0
2020-09-10,Seattle,0.0
2020-09-11,Seattle,0.0
2020-09-12,Seattle,0.0
2020-09-13,Seattle,0.0
2020-09-14,Seattle,0.016666666666666666
2020-09-15,Seattle,0.08
2020-09-16,Seattle,0.015
2020-09-17,Seattle,0.0
2020-09-18,Seattle,0.0725
2020-09-19,Seattle,0.25333333333333335
2020-09-20,Seattle,0.37
2020-09-21,Seattle,0.05666666666666667
2020-09-22,Seattle,0.06
2020-09-23,Seattle,0.605
2020-09-24,Seattle,0.49
2020-09-25,Seattle,0.5025
2020-09-26,Seattle,0.44333333333333336
2020-09-27,Seattle,0.02
2020-09-28,Seattle,0.005
2020-09-29,Seattle,0.0
2020-09-30,Seattle,0.0
2020-10-01,Seattle,0.0
2020-10-02,Seattle,0.0
2020-10-03,Seattle,0.005
2020-10-04,Seattle,0.045
2020-10-05,Seattle,0.015
2020-10-06,Seattle,0.0
2020-10-07,Seattle,0.0
2020-10-08,Seattle,0.015
2020-10-09,Seattle,0.26
2020-10-10,Seattle,0.925
2020-10-11,Seattle,0.1825
2020-10-12,Seattle,0.4225
2020-10-13,Seattle,0.5525
2020-10-14,Seattle,0.0175
2020-10-15,Seattle,0.0
2020-10-16,Seattle,0.0175
2020-10-17,Seattle,0.176
2020-10-18,Seattle,0.030000000000000002
2020-10-19,Seattle,0.068
2020-10-20,Seattle,0.2375
2020-10-21,Seattle,0.074
2020-10-22,Seattle,0.22666666666666666
2020-10-23,Seattle,0.05
2020-10-24,Seattle,0.076
2020-10-25,Seattle,0.006666666666666667
2020-10-26,Seattle,0.0025
2020-10-27,Seattle,0.0
2020-10-28,Seattle,0.0
2020-10-29,Seattle,0.02
2020-10-30,Seattle,0.02
2020-10-31,Seattle,0.0
2020-11-01,Seattle,0.0
2020-11-02,Seattle,0.0
2020-11-03,Seattle,0.252
2020-11-04,Seattle,0.612
2020-11-05,Seattle,0.20500000000000002
2020-11-06,Seattle,0.09999999999999999
2020-11-07,Seattle,0.0075
2020-11-08,Seattle,0.006666666666666667
2020-11-09,Seattle,0.02
2020-11-10,Seattle,0.095
2020-11-11,Seattle,0.02
2020-11-12,Seattle,0.0033333333333333335
2020-11-13,Seattle,0.7939999999999999
2020-11-14,Seattle,0.01
2020-11-15,Seattle,0.44
2020-11-16,Seattle,0.0225
2020-11-17,Seattle,0.725
2020-11-18,Seattle,0.772
2020-11-19,Seattle,0.236
2020-11-20,Seattle,0.042499999999999996
2020-11-21,Seattle,0.02
2020-11-22,Seattle,0.03
2020-11-23,Seattle,0.192
2020-11-24,Seattle,0.072
2020-11-25,Seattle,0.2375
2020-11-26,Seattle,0.0175
2020-11-27,Seattle,0.04666666666666667
2020-11-28,Seattle,0.0475
2020-11-29,Seattle,0.08249999999999999
2020-11-30,Seattle,0.43
2020-12-01,Seattle,0.0033333333333333335
2020-12-02,Seattle,0.0033333333333333335
2020-12-03,Seattle,0.0
2020-12-04,Seattle,0.0
2020-12-05,Seattle,0.0
2020-12-06,Seattle,0.0225
2020-12-07,Seattle,0.0025
2020-12-08,Seattle,0.225
2020-12-09,Seattle,0.4475
2020-12-10,Seattle,0.016666666666666666
2020-12-11,Seattle,0.0175
2020-12-12,Seattle,0.0
2020-12-13,Seattle,0.09
2020-12-14,Seattle,0.1575
2020-12-15,Seattle,0.26999999999999996
2020-12-16,Seattle,0.0625
2020-12-17,Seattle,0.42000000000000004
2020-12-18,Seattle,0.1925
2020-12-19,Seattle,0.322
2020-12-20,Seattle,0.286
2020-12-21,Seattle,0.8
2020-12-22,Seattle,1.4649999999999999
2020-12-23,Seattle,0.0
2020-12-24,Seattle,0.0
2020-12-25,Seattle,0.09
2020-12-26,Seattle,0.42400000000000004
2020-12-27,Seattle,0.10250000000000001
2020-12-28,Seattle,0.08750000000000001
2020-12-29,Seattle,0.07333333333333333
2020-12-30,Seattle,0.572
2020-12-31,Seattle,0.405
2021-01-01,Seattle,0.18
2021-01-02,Seattle,0.622
2021-01-03,Seattle,1.326
2021-01-04,Seattle,0.592
2021-01-05,Seattle,0.404
2021-01-06,Seattle,0.8025
2021-01-07,Seattle,0.0075
2021-01-08,Seattle,0.096
2021-01-09,Seattle,0.164
2021-01-10,Seattle,0.084
2021-01-11,Seattle,0.21800000000000003
2021-01-12,Seattle,1.865
2021-01-13,Seattle,0.868
2021-01-14,Seattle,0.014000000000000002
2021-01-15,Seattle,0.1875
2021-01-16,Seattle,0.013333333333333334
2021-01-17,Seattle,0.0325
2021-01-18,Seattle,0.0
2021-01-19,Seattle,0.0
2021-01-20,Seattle,0.0
2021-01-21,Seattle,0.036
2021-01-22,Seattle,0.01
2021-01-23,Seattle,0.0
2021-01-24,Seattle,0.13
2021-01-25,Seattle,0.155
2021-01-26,Seattle,0.01
2021-01-27,Seattle,0.1025
2021-01-28,Seattle,0.1725
2021-01-29,Seattle,0.136
2021-01-30,Seattle,0.14
2021-01-31,Seattle,0.21333333333333335
2021-02-01,Seattle,0.6433333333333333
2021-02-02,Seattle,0.7025
2021-02-03,Seattle,0.2925
2021-02-04,Seattle,0.01
2021-02-05,Seattle,0.155
2021-02-06,Seattle,0.03
2021-02-07,Seattle,0.03666666666666667
2021-02-08,Seattle,0.1
2021-02-09,Seattle,0.02
2021-02-10,Seattle,0.0
2021-02-11,Seattle,0.0
2021-02-12,Seattle,0.09000000000000001
2021-02-13,Seattle,0.57
2021-02-14,Seattle,0.3575
2021-02-15,Seattle,0.4775
2021-02-16,Seattle,0.0875
2021-02-17,Seattle,0.049999999999999996
2021-02-18,Seattle,0.03
2021-02-19,Seattle,0.09333333333333334
2021-02-20,Seattle,0.015
2021-02-21,Seattle,0.17
2021-02-22,Seattle,0.22666666666666666
2021-02-23,Seattle,0.255
2021-02-24,Seattle,0.08
2021-02-25,Seattle,0.16
2021-02-26,Seattle,0.0975
2021-02-27,Seattle,0.07750000000000001
2021-02-28,Seattle,0.0225
2021-03-01,Seattle,0.0
2021-03-02,Seattle,0.0025
2021-03-03,Seattle,0.01
2021-03-04,Seattle,0.15
2021-03-05,Seattle,0.33
2021-03-06,Seattle,0.06333333333333334
2021-03-07,Seattle,0.1366666666666667
2021-03-08,Seattle,0.145
2021-03-09,Seattle,0.0
2021-03-10,Seattle,0.005
2021-03-11,Seattle,0.0
2021-03-12,Seattle,0.0
2021-03-13,Seattle,0.0
2021-03-14,Seattle,0.09666666666666666
2021-03-15,Seattle,0.27
2021-03-16,Seattle,0.0
2021-03-17,Seattle,0.0
2021-03-18,Seattle,0.04666666666666667
2021-03-19,Seattle,0.195
2021-03-20,Seattle,0.19999999999999998
2021-03-21,Seattle,0.2233333333333333
2021-03-22,Seattle,0.2225
2021-03-23,Seattle,0.0675
2021-03-24,Seattle,0.0
2021-03-25,Seattle,0.5766666666666667
2021-03-26,Seattle,0.015
2021-03-27,Seattle,0.0
2021-03-28,Seattle,0.0
2021-03-29,Seattle,0.24000000000000002
2021-03-30,Seattle,0.0033333333333333335
2021-03-31,Seattle,0.0
2021-04-01,Seattle,0.0
2021-04-02,Seattle,0.0
2021-04-03,Seattle,0.0
2021-04-04,Seattle,0.043333333333333335
2021-04-05,Seattle,0.006666666666666667
2021-04-06,Seattle,0.0
2021-04-07,Seattle,0.0
2021-04-08,Seattle,0.135
2021-04-09,Seattle,0.0033333333333333335
2021-04-10,Seattle,0.03
2021-04-11,Seattle,0.0
2021-04-12,Seattle,0.0
2021-04-13,Seattle,0.0
2021-04-14,Seattle,0.0
2021-04-15,Seattle,0.0
2021-04-16,Seattle,0.0
2021-04-17,Seattle,0.0
2021-04-18,Seattle,0.0
2021-04-19,Seattle,0.0
2021-04-20,Seattle,0.0
2021-04-21,Seattle,0.0
2021-04-22,Seattle,0.0
2021-04-23,Seattle,0.0
2021-04-24,Seattle,0.22666666666666668
2021-04-25,Seattle,0.35000000000000003
2021-04-26,Seattle,0.06
2021-04-27,Seattle,0.005
2021-04-28,Seattle,0.0
2021-04-29,Seattle,0.0
2021-04-30,Seattle,0.07
2021-05-01,Seattle,0.015
2021-05-02,Seattle,0.013333333333333334
2021-05-03,Seattle,0.0
2021-05-04,Seattle,0.25666666666666665
2021-05-05,Seattle,0.0033333333333333335
2021-05-06,Seattle,0.0
2021-05-07,Seattle,0.0
2021-05-08,Seattle,0.22
2021-05-09,Seattle,0.0325
2021-05-10,Seattle,0.0
2021-05-11,Seattle,0.0
2021-05-12,Seattle,0.0
2021-05-13,Seattle,0.0
2021-05-14,Seattle,0.0
2021-05-15,Seattle,0.0
2021-05-16,Seattle,0.0
2021-05-17,Seattle,0.0175
2021-05-18,Seattle,0.07666666666666667
2021-05-19,Seattle,0.1875
2021-05-20,Seattle,0.0033333333333333335
2021-05-21,Seattle,0.0
2021-05-22,Seattle,0.0
2021-05-23,Seattle,0.0
2021-05-24,Seattle,0.07500000000000001
2021-05-25,Seattle,0.02
2021-05-26,Seattle,0.01
2021-05-27,Seattle,0.2325
2021-05-28,Seattle,0.10750000000000001
2021-05-29,Seattle,0.0
2021-05-30,Seattle,0.0
2021-05-31,Seattle,0.0
2021-06-01,Seattle,0.0
2021-06-02,Seattle,0.0
2021-06-03,Seattle,0.0
2021-06-04,Seattle,0.0
2021-06-05,Seattle,0.037500000000000006
2021-06-06,Seattle,0.0
2021-06-07,Seattle,0.535
2021-06-08,Seattle,0.005
2021-06-09,Seattle,0.0
2021-06-10,Seattle,0.0
2021-06-11,Seattle,0.15333333333333335
2021-06-12,Seattle,0.36999999999999994
2021-06-13,Seattle,0.43600000000000005
2021-06-14,Seattle,0.4175
2021-06-15,Seattle,0.0575
2021-06-16,Seattle,0.0
2021-06-17,Seattle,0.0
2021-06-18,Seattle,0.0
2021-06-19,Seattle,0.0
2021-06-20,Seattle,0.0
2021-06-21,Seattle,0.0
2021-06-22,Seattle,0.0
2021-06-23,Seattle,0.0
2021-06-24,Seattle,0.0
2021-06-25,Seattle,0.0
2021-06-26,Seattle,0.0
2021-06-27,Seattle,0.0
2021-06-28,Seattle,0.0
2021-06-29,Seattle,0.0
2021-06-30,Seattle,0.0
2021-07-01,Seattle,0.0
2021-07-02,Seattle,0.0
2021-07-03,Seattle,0.0
2021-07-04,Seattle,0.0
2021-07-05,Seattle,0.0
2021-07-06,Seattle,0.0
2021-07-07,Seattle,0.0
2021-07-08,Seattle,0.0
2021-07-09,Seattle,0.26666666666666666
2021-07-10,Seattle,0.0
2021-07-11,Seattle,0.0
2021-07-12,Seattle,0.0
2021-07-13,Seattle,0.0
2021-07-14,Seattle,0.0
2021-07-15,Seattle,0.0
2021-07-16,Seattle,0.0
2021-07-17,Seattle,0.0
2021-07-18,Seattle,0.0
2021-07-19,Seattle,0.0
2021-07-20,Seattle,0.030000000000000002
2021-07-21,Seattle,0.035
2021-07-22,Seattle,0.0
2021-07-23,Seattle,0.0
2021-07-24,Seattle,0.0
2021-07-25,Seattle,0.0
2021-07-26,Seattle,0.0
2021-07-27,Seattle,0.0
2021-07-28,Seattle,0.0
2021-07-29,Seattle,0.0
2021-07-30,Seattle,0.0
2021-07-31,Seattle,0.0
2021-08-01,Seattle,0.0
2021-08-02,Seattle,0.0
2021-08-03,Seattle,0.0
2021-08-04,Seattle,0.006666666666666667
2021-08-05,Seattle,0.0
2021-08-06,Seattle,0.056666666666666664
2021-08-07,Seattle,0.02333333333333333
2021-08-08,Seattle,0.03
2021-08-09,Seattle,0.0033333333333333335
2021-08-10,Seattle,0.0
2021-08-11,Seattle,0.0
2021-08-12,Seattle,0.0
2021-08-13,Seattle,0.0
2021-08-14,Seattle,0.0
2021-08-15,Seattle,0.0
2021-08-16,Seattle,0.0
2021-08-17,Seattle,0.0
2021-08-18,Seattle,0.0
2021-08-19,Seattle,0.0
2021-08-20,Seattle,0.0
2021-08-21,Seattle,0.0
2021-08-22,Seattle,0.0
2021-08-23,Seattle,0.0
2021-08-24,Seattle,0.0
2021-08-25,Seattle,0.0
2021-08-26,Seattle,0.0
2021-08-27,Seattle,0.0525
2021-08-28,Seattle,0.023333333333333334
2021-08-29,Seattle,0.0
2021-08-30,Seattle,0.0
2021-08-31,Seattle,0.006666666666666667
2021-09-01,Seattle,0.0
2021-09-02,Seattle,0.0
2021-09-03,Seattle,0.0
2021-09-04,Seattle,0.0
2021-09-05,Seattle,0.0
2021-09-06,Seattle,0.01
2021-09-07,Seattle,0.0
2021-09-08,Seattle,0.0033333333333333335
2021-09-09,Seattle,0.0
2021-09-10,Seattle,0.0
2021-09-11,Seattle,0.015
2021-09-12,Seattle,0.025
2021-09-13,Seattle,0.025
2021-09-14,Seattle,0.0
2021-09-15,Seattle,0.0325
2021-09-16,Seattle,0.0
2021-09-17,Seattle,0.142
2021-09-18,Seattle,0.8325
2021-09-19,Seattle,0.488
2021-09-20,Seattle,0.172
2021-09-21,Seattle,0.0
2021-09-22,Seattle,0.0125
2021-09-23,Seattle,0.0
2021-09-24,Seattle,0.0
2021-09-25,Seattle,0.0
2021-09-26,Seattle,0.16
2021-09-27,Seattle,0.75
2021-09-28,Seattle,0.34500000000000003
2021-09-29,Seattle,0.04
2021-09-30,Seattle,0.2875
2021-10-01,Seattle,0.19333333333333336
2021-10-02,Seattle,0.0
2021-10-03,Seattle,0.0175
2021-10-04,Seattle,0.016
2021-10-05,Seattle,0.16999999999999998
2021-10-06,Seattle,0.12
2021-10-07,Seattle,0.0
2021-10-08,Seattle,0.0
2021-10-09,Seattle,0.0125
2021-10-10,Seattle,0.3
2021-10-11,Seattle,0.184
2021-10-12,Seattle,0.0275
2021-10-13,Seattle,0.04
2021-10-14,Seattle,0.0475
2021-10-15,Seattle,0.025
2021-10-16,Seattle,0.015
2021-10-17,Seattle,0.0025
2021-10-18,Seattle,0.02666666666666667
2021-10-19,Seattle,0.0
2021-10-20,Seattle,0.1825
2021-10-21,Seattle,0.152
2021-10-22,Seattle,0.542
2021-10-23,Seattle,0.0275
2021-10-24,Seattle,0.138
2021-10-25,Seattle,0.2925
2021-10-26,Seattle,0.186
2021-10-27,Seattle,0.162
2021-10-28,Seattle,0.794
2021-10-29,Seattle,1.6019999999999999
2021-10-30,Seattle,0.044
2021-10-31,Seattle,0.0
2021-11-01,Seattle,0.035
2021-11-02,Seattle,0.13599999999999998
2021-11-03,Seattle,0.17
2021-11-04,Seattle,0.666
2021-11-05,Seattle,0.41
2021-11-06,Seattle,0.11199999999999999
2021-11-07,Seattle,0.626
2021-11-08,Seattle,0.188
2021-11-09,Seattle,0.362
2021-11-10,Seattle,0.2175
2021-11-11,Seattle,0.4275
2021-11-12,Seattle,0.9325000000000001
2021-11-13,Seattle,0.5225
2021-11-14,Seattle,0.5975
2021-11-15,Seattle,0.51
2021-11-16,Seattle,0.26749999999999996
2021-11-17,Seattle,0.006666666666666667
2021-11-18,Seattle,0.15
2021-11-19,Seattle,0.4325
2021-11-20,Seattle,0.06
2021-11-21,Seattle,0.0
2021-11-22,Seattle,0.025
2021-11-23,Seattle,0.6
2021-11-24,Seattle,0.02
2021-11-25,Seattle,0.355
2021-11-26,Seattle,0.35750000000000004
2021-11-27,Seattle,0.10333333333333333
2021-11-28,Seattle,0.3566666666666667
2021-11-29,Seattle,0.16749999999999998
2021-11-30,Seattle,0.013333333333333334
2021-12-01,Seattle,0.03
2021-12-02,Seattle,0.1
2021-12-03,Seattle,0.13
2021-12-04,Seattle,0.155
2021-12-05,Seattle,0.20000000000000004
2021-12-06,Seattle,0.025
2021-12-07,Seattle,0.10666666666666667
2021-12-08,Seattle,0.049999999999999996
2021-12-09,Seattle,0.06
2021-12-10,Seattle,0.01
2021-12-11,Seattle,0.69
2021-12-12,Seattle,0.14750000000000002
2021-12-13,Seattle,0.275
2021-12-14,Seattle,0.08333333333333333
2021-12-15,Seattle,0.1225
2021-12-16,Seattle,0.125
2021-12-17,Seattle,0.08249999999999999
2021-12-18,Seattle,0.5233333333333333
2021-12-19,Seattle,0.32
2021-12-20,Seattle,0.075
2021-12-21,Seattle,0.0525
2021-12-22,Seattle,0.37333333333333335
2021-12-23,Seattle,0.545
2021-12-24,Seattle,0.2
2021-12-25,Seattle,0.345
2021-12-26,Seattle,0.2875
2021-12-27,Seattle,0.1175
2021-12-28,Seattle,0.03666666666666667
2021-12-29,Seattle,0.0
2021-12-30,Seattle,0.17
2021-12-31,Seattle,0.0025
2022-01-01,Seattle,0.0
2022-01-02,Seattle,0.2
2022-01-03,Seattle,1.7325
2022-01-04,Seattle,0.2775
2022-01-05,Seattle,0.15666666666666665
2022-01-06,Seattle,1.0325
2022-01-07,Seattle,1.3025
2022-01-08,Seattle,0.31999999999999995
2022-01-09,Seattle,0.0
2022-01-10,Seattle,0.1325
2022-01-11,Seattle,0.9
2022-01-12,Seattle,0.4666666666666666
2022-01-13,Seattle,0.288
2022-01-14,Seattle,0.02
2022-01-15,Seattle,0.01
2022-01-16,Seattle,0.005
2022-01-17,Seattle,0.01
2022-01-18,Seattle,0.02
2022-01-19,Seattle,0.0475
2022-01-20,Seattle,0.1
2022-01-21,Seattle,0.18000000000000002
2022-01-22,Seattle,0.005
2022-01-23,Seattle,0.0
2022-01-24,Seattle,0.0
2022-01-25,Seattle,0.0
2022-01-26,Seattle,0.0
2022-01-27,Seattle,0.0
2022-01-28,Seattle,0.0
2022-01-29,Seattle,0.0
2022-01-30,Seattle,0.07250000000000001
2022-01-31,Seattle,0.2225
2022-02-01,Seattle,0.013333333333333334
2022-02-02,Seattle,0.045
2022-02-03,Seattle,0.11
2022-02-04,Seattle,0.03333333333333333
2022-02-05,Seattle,0.02
2022-02-06,Seattle,0.0033333333333333335
2022-02-07,Seattle,0.0
2022-02-08,Seattle,0.0033333333333333335
2022-02-09,Seattle,0.01
2022-02-10,Seattle,0.02
2022-02-11,Seattle,0.016666666666666666
2022-02-12,Seattle,0.0
2022-02-13,Seattle,0.0
2022-02-14,Seattle,0.052000000000000005
2022-02-15,Seattle,0.064
2022-02-16,Seattle,0.005
2022-02-17,Seattle,0.0
2022-02-18,Seattle,0.0
2022-02-19,Seattle,0.014000000000000002
2022-02-20,Seattle,0.148
2022-02-21,Seattle,0.21000000000000002
2022-02-22,Seattle,0.032
2022-02-23,Seattle,0.0
2022-02-24,Seattle,0.008
2022-02-25,Seattle,0.0
2022-02-26,Seattle,0.09
2022-02-27,Seattle,0.686
2022-02-28,Seattle,2.0460000000000003
2022-03-01,Seattle,0.782
2022-03-02,Seattle,0.0775
2022-03-03,Seattle,0.225
2022-03-04,Seattle,0.075
2022-03-05,Seattle,0.04
2022-03-06,Seattle,0.0
2022-03-07,Seattle,0.0
2022-03-08,Seattle,0.10333333333333333
2022-03-09,Seattle,0.025
2022-03-10,Seattle,0.0
2022-03-11,Seattle,0.006666666666666667
2022-03-12,Seattle,0.006666666666666667
2022-03-13,Seattle,0.10333333333333333
2022-03-14,Seattle,0.32
2022-03-15,Seattle,0.37
2022-03-16,Seattle,0.02333333333333333
2022-03-17,Seattle,0.006666666666666667
2022-03-18,Seattle,0.185
